paper_id,pmid,year,title,abstract_excerpt,matched_pis,matched_centers,viruses,pathogens,assay_types,paper_kind,cross_virus_relevance,cross_virus_reason,priority,priority_reason,final_corpus_decision,final_corpus_reason,review_status,notes
pmid-42249592,42249592,2026,Compartmentalized cytokine networks and systemic immune remodelling in bovine mammary H5N1 infection.,"Highly pathogenic avian influenza A H5N1 has recently expanded its mammalian host range; in 2024, genotype B3.13 emerged in U.S. dairy cattle with pronounced mammary tropism. In the past, Influenza A virus immunology has been characterized primarily in respiratory infection mo...",Adolfo Garcia-Sastre,SYBIL,influenza,,network_modeling,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",high,"recent paper with relevant terms: virus, host",watch,"infectious-disease paper but mechanism signal is still weak: virus, influenza",pending,
pmid-42244724,42244724,2026,Zoonotic infections and genomic evolution of novel reassortant swine influenza A viruses in Spain.,"Influenza A virus (IAV) circulates widely in European pig populations and continues to diversify through frequent introductions from humans, followed by reassortment within swine. Spain represents a particularly dynamic ecological setting due to the coexistence of intensive wh...",Adolfo Garcia-Sastre,SYBIL,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",high,"recent paper with relevant terms: virus, viral",watch,"infectious-disease paper but mechanism signal is still weak: virus, viral, influenza",pending,
pmid-42244653,42244653,2026,Substrate and target selectivity of 4'-fluoroadenosine against viral and host polymerases.,Developing safe and effective treatments against emerging RNA viruses is an important goal in pandemic preparedness efforts. 4'-fluorouridine (4'-FlU) is a broad-spectrum antiviral that was shown to inhibit viral RNA-dependent RNA polymerases (RdRps). Given its notable range o...,Sumit Chanda,SYBIL,sars-cov-2;sars-cov;coronavirus;influenza,,,primary_research,high,explicit cross-virus/shared-host language: broad-spectrum,high,"recent paper with relevant terms: viral, host",include,explicit cross-virus or shared-host framing in title/abstract,pending,
pmid-42239335,42239335,2026,Extending structural surfaceomics to identify aberrant conformations of tumor surface proteins as potential immunotherapy targets.,"The complement of tumor cell surface proteins, or ""surfaceome"", is a rich source of potential immunotherapy targets. To move beyond expression-based target discovery, we previously described ""structural surfaceomics,"" combining crosslinking mass spectrometry (XL-MS) with surfa...",Andrej Sali,HPMI,,,proteomics;network_modeling,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-42233671,42233671,2026,Identification and characterization of a SARS-CoV-2 M(pro) G23 deletion ensitrelvir-resistant mutant.,"Ensitrelvir is an antiviral drug that specifically targets the conserved main protease (Mpro) of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). However, mutations in Mpro could confer resistance to antivirals, including ensitrelvir. Thus, identifying SARS-CoV-2...",Adolfo Garcia-Sastre,SYBIL,sars-cov-2;sars-cov;coronavirus,,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,high,recent paper with relevant terms: viral,watch,"infectious-disease paper but mechanism signal is still weak: viral, coronavirus, sars",pending,
pmid-42230995,42230995,2026,"DREAM repressive activity links somatic mutation, lifespan and disease.","The DREAM complex has emerged as a central repressor of DNA repair, raising questions as to whether such repression exerts long-term effects on human health. Here we establish that DREAM-associated activity significantly impacts lifetime somatic mutation burden, and that such...",Trey Ideker,HPMI,,,,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-42214302,42214302,2026,Association between total fluid volume and postoperative morbidity after cytoreductive surgery with hyperthermic intraperitoneal chemotherapy.,"BACKGROUND: While intraoperative fluid management has been explored in various clinical settings, the impact of perioperative fluid administration on outcomes in patients undergoing cytoreductive surgery combined with hyperthermic intraperitoneal chemotherapy (CRS with HIPEC)...",Melanie Ott,HPMI,influenza,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-42204603,42204603,2026,"AcTor, a novel mTOR stimulator, potentiates ixazomib for the treatment of acute myeloid leukemia.","BACKGROUND: mTORC1 activity is oncogenic. However, in the presence of chemotherapy, suppression of mTORC1 is cytoprotective. mTOR suppression requires an intact tuberous sclerosis complex (TSC), composed of TSC1, TSC2 and TBC1D7. Small molecules that activate mTOR by blocking...",Melanie Ott,HPMI,,,transcriptomics,data_or_analysis,candidate,relevant viral/host/pathway terms matched: pathway,high,recent paper with relevant terms: pathway,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-42200562,42200562,2026,Simplified Derivation of Stable Early Passage Murine Embryonic and Parthenogenetic Stem Cells.,"Aneuploidy in cultured embryonic stem (ES) cells severely limits research and therapeutic potential. To begin to understand when chromosomal imbalances arise, primary ES cell lines were derived in feeder-free, fully defined culture media from 44% of two-cell CF1 embryos (5 lin...",Alan Hauser,SCRIPT,,,,primary_research,high,explicit cross-virus/shared-host language: comparative,low,no strong backlog-priority keywords matched,include,explicit cross-virus or shared-host framing in title/abstract,pending,
pmid-42188872,42188872,2026,A foundation model of cancer genotype enables precise predictions of therapeutic response.,"While genetic sequencing is routine in cancer care, translating a tumor's complex mutation profile into actionable treatment decisions remains a central challenge. MutationProjector is pre-trained from a large corpus of genomic alterations across 30,000+ tumors, integrated wit...",Trey Ideker,HPMI,,,,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-42179337,42179337,2026,Integrating Global Public Health Intelligence - Thematic Analysis from WES Synthesis 2025.,"AIMS: The global public health landscape is rapidly evolving, driven by emerging infectious diseases, shifting vaccination priorities, and climate-related health risks. The WES Synthesis 2025 project aimed to consolidate and analyse recent intelligence from international and n...",Kristian Andersen,CViSB,sars-cov-2;influenza;rsv,,,review,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,watch,"infectious-disease paper but mechanism signal is still weak: influenza, rsv",pending,
pmid-42158426,42158426,2026,The NFIA::CBFA2T3 identifies a molecularly defined subgroup of acute erythroid leukemia/erythroid sarcoma.,"INTRODUCTION: The World Health Organization classification of tumors of hematopoietic and lymphoid tissues recognizes acute erythroid leukemia as a distinct entity under myeloid neoplasms. Erythroblastic sarcoma, also known as extramedullary erythroid sarcoma, is defined as a...",Kristian Andersen,CViSB,,,,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,high,recent paper with relevant terms: host,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-42158352,42158352,2026,Tuberculosis preventive therapy in Sierra Leone: early implementation gaps and lessons learned.,"BACKGROUND: In 2023, Sierra Leone started tuberculosis preventive therapy (TPT) implementation. The tuberculosis programme recommends four contacts per index case for tracing and screening. METHODS: This study was to assess the performance of early implementation of contact tr...",Donald S Grant,CViSB,,mycobacterium_tuberculosis,,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,high,recent paper with relevant terms: screen,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-42150007,42150007,2026,Self-Dimerization Induced Proximity Targeting Chimeras (SDIPTAC) Lead to DCAF1 Loss of Function and Inhibition of HIV Replication.,"DCAF1 is a donut shaped WD40 repeat protein and a substrate receptor of two distinct E3 ligases. In HIV-1 infection, the viral protein Vpr binds to the top surface of DCAF1, changes its substrate specificity to degrade human proteins involved in antiviral activities, enabling...",Melanie Ott,HPMI,hiv,,,primary_research,candidate,"relevant viral/host/pathway terms matched: viral, interaction, infection",high,recent paper with relevant terms: viral,include,"viral context plus mechanism/resource terms: viral, hiv, interaction",pending,
pmid-42149940,42149940,2026,Characterization of the first complete genome sequence of yellow fever virus (YFV) in Sierra Leone: Implications for public health.,"Yellow fever virus (YFV), a mosquito-borne orthoflavivirus that causes severe hemorrhagic disease, is endemic in parts of South America and Africa, yet genomic data from Sierra Leone is lacking despite ongoing case-based surveillance. Using hybrid-capture metagenomic sequencin...",Donald S Grant,CViSB,,,,data_or_analysis,candidate,relevant viral/host/pathway terms matched: virus,high,recent paper with relevant terms: virus,watch,infectious-disease paper but mechanism signal is still weak: virus,pending,
pmid-42141216,42141216,2026,Dynamic uterine microenvironment drives endometrial adenocarcinoma carcinogenesis and progression.,"Endometrial cancer (EC) development is driven by the interaction between the tumor and the microenvironment. However, the immune microenvironment dynamics during this process are not clear. Here, we applied single-cell RNA sequencing (scRNA-seq) to uterine blood samples collec...",Kristian Andersen,CViSB,,,transcriptomics;network_modeling,data_or_analysis,candidate,relevant viral/host/pathway terms matched: interaction,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
