source_collection,paper_id,pmid,doi,year,title,center,pi_candidates,cross_virus_relevance,priority,subset_reason,pmcid,pubmed_url,pmc_url,publisher_url,open_access_status,full_text_source,full_text_status,oa_landing_path,oa_pdf_path,manual_download_needed,manual_download_reason
pi-backlog,pmid-40035960,40035960,10.1007/s11033-025-10378-6,2025,A detailed comparative in silico and functional analysis of ccd1 gene in maize gives new insights of its expression and functions.,SYBIL,Sumit Chanda,high,low,explicit cross-virus or shared-host framing in title/abstract,,https://pubmed.ncbi.nlm.nih.gov/40035960/,,https://doi.org/10.1007/s11033-025-10378-6,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-40035960.url,papers/fulltext/inventory/oa/pmid-40035960.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-40013775,40013775,10.1128/jvi.00052-25,2025,Pandemic risk stemming from the bovine H5N1 outbreak: an account of the knowns and unknowns.,SYBIL,Adolfo Garcia-Sastre,candidate,high,"viral context plus mechanism/resource terms: viral, influenza, network",PMC11998519,https://pubmed.ncbi.nlm.nih.gov/40013775/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11998519/,https://doi.org/10.1128/jvi.00052-25,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-40013775.url,papers/fulltext/inventory/oa/pmid-40013775.pdf,no,
pi-backlog,pmid-39978373,39978373,10.1016/S1473-3099(25)00068-4,2025,Europe needs a sustainably funded influenza research and response network.,SYBIL,Adolfo Garcia-Sastre,unknown,low,"viral context plus mechanism/resource terms: influenza, network",,https://pubmed.ncbi.nlm.nih.gov/39978373/,,https://doi.org/10.1016/S1473-3099(25)00068-4,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-39978373.url,papers/fulltext/inventory/oa/pmid-39978373.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-39975920,39975920,10.21203/rs.3.rs-5760877/v1,2025,Muscle macrophage regenerative response after squalene-adjuvanted influenza vaccination drives Th2-skewed response and is reduced with age.,SYBIL,Michael Schotsaert,candidate,high,"viral context plus mechanism/resource terms: virus, viral, influenza, host response",PMC11838721,https://pubmed.ncbi.nlm.nih.gov/39975920/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11838721/,https://doi.org/10.21203/rs.3.rs-5760877/v1,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-39975920.url,papers/fulltext/inventory/oa/pmid-39975920.pdf,no,
pi-backlog,pmid-39652575,39652575,10.1158/0008-5472.CAN-24-0456,2025,HBV Remodels PP2A Complexes to Rewire Kinase Signaling in Hepatocellular Carcinoma.,HPMI,Trey Ideker,candidate,high,"viral context plus mechanism/resource terms: virus, interaction, network",PMC11949624,https://pubmed.ncbi.nlm.nih.gov/39652575/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11949624/,https://doi.org/10.1158/0008-5472.CAN-24-0456,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-39652575.url,papers/fulltext/inventory/oa/pmid-39652575.pdf,no,
hpmi,pmid-41392175,41392175,10.1038/s41467-025-67455-4,2025,A non-spike nucleocapsid R204P mutation in SARS-CoV-2 Omicron XEC enhances inflammation and pathogenicity.,HPMI,,candidate,high,candidate relevance plus virus/pathogen/assay support,PMC12819382,https://pubmed.ncbi.nlm.nih.gov/41392175/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12819382/,https://doi.org/10.1038/s41467-025-67455-4,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-41392175.url,papers/fulltext/inventory/oa/pmid-41392175.pdf,no,
hpmi,pmid-41256720,41256720,10.1101/2025.09.26.678671,2025,Genome-wide screen in Mycobacterium tuberculosis infected macrophages reveals innate regulation of antibacterial mediators by IRF2.,HPMI,,candidate,high,candidate relevance plus virus/pathogen/assay support,PMC12621954,https://pubmed.ncbi.nlm.nih.gov/41256720/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12621954/,https://doi.org/10.1101/2025.09.26.678671,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-41256720.url,papers/fulltext/inventory/oa/pmid-41256720.pdf,no,
hpmi,pmid-41249169,41249169,10.1038/s41467-025-66058-3,2025,Characterizing and controlling CRISPR repair outcomes in nondividing human cells.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC12623481,https://pubmed.ncbi.nlm.nih.gov/41249169/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12623481/,https://doi.org/10.1038/s41467-025-66058-3,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-41249169.url,papers/fulltext/inventory/oa/pmid-41249169.pdf,no,
hpmi,pmid-41208107,41208107,10.1093/immhor/vlaf051,2025,Shared and distinct responses of human and murine alveolar macrophages and monocyte-derived macrophages to Mycobacterium tuberculosis.,HPMI,,candidate,high,candidate relevance plus virus/pathogen/assay support,PMC12597883,https://pubmed.ncbi.nlm.nih.gov/41208107/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12597883/,https://doi.org/10.1093/immhor/vlaf051,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-41208107.url,papers/fulltext/inventory/oa/pmid-41208107.pdf,no,
hpmi,pmid-41171885,41171885,10.1371/journal.ppat.1012829,2025,Mycobacterium tuberculosis triggers reduced inflammatory cytokine responses and virulence in mice lacking Tax1bp1.,HPMI,,candidate,high,candidate relevance plus virus/pathogen/assay support,PMC12588459,https://pubmed.ncbi.nlm.nih.gov/41171885/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12588459/,https://doi.org/10.1371/journal.ppat.1012829,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-41171885.url,papers/fulltext/inventory/oa/pmid-41171885.pdf,no,
hpmi,pmid-41165411,41165411,10.1128/jb.00287-25,2025,The mevalonate pathway of isoprenoid biosynthesis supports metabolic flexibility in Mycobacterium marinum.,HPMI,,candidate,high,candidate relevance plus virus/pathogen/assay support,PMC12632256,https://pubmed.ncbi.nlm.nih.gov/41165411/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12632256/,https://doi.org/10.1128/jb.00287-25,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-41165411.url,papers/fulltext/inventory/oa/pmid-41165411.pdf,no,
hpmi,pmid-41034576,41034576,10.1038/s41586-025-09569-9,2025,A miniature CRISPR-Cas10 enzyme confers immunity by inhibitory signalling.,HPMI,,candidate,high,candidate relevance plus virus/pathogen/assay support,PMC12657230,https://pubmed.ncbi.nlm.nih.gov/41034576/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12657230/,https://doi.org/10.1038/s41586-025-09569-9,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-41034576.url,papers/fulltext/inventory/oa/pmid-41034576.pdf,no,
hpmi,pmid-40777401,40777401,10.1101/2025.07.23.664455,2025,Human iPSC derived alveolar macrophages reveal macrophage subtype specific functions of itaconate in M. tuberculosis host defense.,HPMI,,candidate,high,candidate relevance plus virus/pathogen/assay support,PMC12330731,https://pubmed.ncbi.nlm.nih.gov/40777401/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12330731/,https://doi.org/10.1101/2025.07.23.664455,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-40777401.url,papers/fulltext/inventory/oa/pmid-40777401.pdf,no,
hpmi,pmid-40777357,40777357,10.1101/2025.07.17.664328,2025,textToKnowledgeGraph: Generation of Molecular Interaction Knowledge Graphs Using Large Language Models for Exploration in Cytoscape.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC12330749,https://pubmed.ncbi.nlm.nih.gov/40777357/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12330749/,https://doi.org/10.1101/2025.07.17.664328,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-40777357.url,papers/fulltext/inventory/oa/pmid-40777357.pdf,no,
hpmi,pmid-40766380,40766380,10.1101/2025.07.28.667291,2025,"An unusual genetic switch controls Mycobacterium avium pathogenesis, antibiotic resistance and colony morphology.",HPMI,,candidate,high,candidate relevance plus virus/pathogen/assay support,PMC12324328,https://pubmed.ncbi.nlm.nih.gov/40766380/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12324328/,https://doi.org/10.1101/2025.07.28.667291,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-40766380.url,papers/fulltext/inventory/oa/pmid-40766380.pdf,no,
hpmi,pmid-40672248,40672248,10.1101/2025.07.11.664281,2025,The mevalonate pathway of isoprenoid biosynthesis supports metabolic flexibility in Mycobacterium marinum.,HPMI,,candidate,high,candidate relevance plus virus/pathogen/assay support,PMC12265665,https://pubmed.ncbi.nlm.nih.gov/40672248/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12265665/,https://doi.org/10.1101/2025.07.11.664281,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-40672248.url,papers/fulltext/inventory/oa/pmid-40672248.pdf,no,
hpmi,pmid-40671523,40671523,10.1093/nar/gkaf649,2025,Directed evolution expands CRISPR-Cas12a genome-editing capacity.,HPMI,,candidate,high,candidate relevance plus virus/pathogen/assay support,PMC12266133,https://pubmed.ncbi.nlm.nih.gov/40671523/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12266133/,https://doi.org/10.1093/nar/gkaf649,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-40671523.url,papers/fulltext/inventory/oa/pmid-40671523.pdf,no,
hpmi,pmid-40579228,40579228,10.1093/bioinformatics/btaf349,2025,Inference of differential kinase interaction networks with KINference.,HPMI,,candidate,high,candidate relevance plus virus/pathogen/assay support,PMC12270260,https://pubmed.ncbi.nlm.nih.gov/40579228/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12270260/,https://doi.org/10.1093/bioinformatics/btaf349,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-40579228.url,papers/fulltext/inventory/oa/pmid-40579228.pdf,no,
hpmi,pmid-40502047,40502047,10.1101/2025.05.28.656516,2025,A non-spike nucleocapsid R204P mutation in SARS-CoV-2 Omicron XEC enhances inflammation and pathogenicity.,HPMI,,candidate,high,candidate relevance plus virus/pathogen/assay support,PMC12154822,https://pubmed.ncbi.nlm.nih.gov/40502047/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12154822/,https://doi.org/10.1101/2025.05.28.656516,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-40502047.url,papers/fulltext/inventory/oa/pmid-40502047.pdf,no,
hpmi,pmid-40402573,40402573,10.1172/JCI179822,2025,Myeloid cell genome-wide screen identifies variants associated with Mycobacterium tuberculosis-induced cytokine transcriptional responses.,HPMI,,candidate,high,candidate relevance plus virus/pathogen/assay support,PMC12259255,https://pubmed.ncbi.nlm.nih.gov/40402573/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12259255/,https://doi.org/10.1172/JCI179822,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-40402573.url,papers/fulltext/inventory/oa/pmid-40402573.pdf,no,
hpmi,pmid-40163530,40163530,10.1371/journal.ppat.1013020,2025,Enhanced RNA replication and pathogenesis in recent SARS-CoV-2 variants harboring the L260F mutation in NSP6.,HPMI,,candidate,high,candidate relevance plus virus/pathogen/assay support,PMC11981139,https://pubmed.ncbi.nlm.nih.gov/40163530/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11981139/,https://doi.org/10.1371/journal.ppat.1013020,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-40163530.url,papers/fulltext/inventory/oa/pmid-40163530.pdf,no,
hpmi,pmid-40093075,40093075,10.1101/2025.02.28.640814,2025,Shared and distinct responses of human and murine alveolar macrophages and monocyte-derived macrophages to Mycobacterium tuberculosis.,HPMI,,candidate,high,candidate relevance plus virus/pathogen/assay support,PMC11908159,https://pubmed.ncbi.nlm.nih.gov/40093075/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11908159/,https://doi.org/10.1101/2025.02.28.640814,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-40093075.url,papers/fulltext/inventory/oa/pmid-40093075.pdf,no,
hpmi,pmid-40025722,40025722,10.1021/acs.jproteome.4c01040,2025,Affinity Purification Mass Spectrometry on the Orbitrap-Astral Mass Spectrometer Enables High-Throughput Protein-Protein Interaction Mapping.,HPMI,,candidate,high,candidate relevance plus virus/pathogen/assay support,PMC11976844,https://pubmed.ncbi.nlm.nih.gov/40025722/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11976844/,https://doi.org/10.1021/acs.jproteome.4c01040,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-40025722.url,papers/fulltext/inventory/oa/pmid-40025722.pdf,no,
hpmi,pmid-39990302,39990302,10.1101/2025.02.11.637750,2025,Mutational scanning of TnpB reveals latent activity for genome editing.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC11844463,https://pubmed.ncbi.nlm.nih.gov/39990302/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11844463/,https://doi.org/10.1101/2025.02.11.637750,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-39990302.url,papers/fulltext/inventory/oa/pmid-39990302.pdf,no,
hpmi,pmid-39969084,39969084,10.1002/pro.70050,2025,Torsional twist of the SARS-CoV and SARS-CoV-2 SUD-N and SUD-M domains.,HPMI,,high,high,explicit cross-virus/shared-host signal,PMC11837046,https://pubmed.ncbi.nlm.nih.gov/39969084/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11837046/,https://doi.org/10.1002/pro.70050,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-39969084.url,papers/fulltext/inventory/oa/pmid-39969084.pdf,no,
hpmi,pmid-39966655,39966655,10.1038/s41587-024-02540-5,2025,Single-molecule live-cell RNA imaging with CRISPR-Csm.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC12700784,https://pubmed.ncbi.nlm.nih.gov/39966655/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12700784/,https://doi.org/10.1038/s41587-024-02540-5,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-39966655.url,papers/fulltext/inventory/oa/pmid-39966655.pdf,no,
hpmi,pmid-39698811,39698811,10.1093/nar/gkae1192,2025,CRISPR-Cas12a bends DNA to destabilize base pairs during target interrogation.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC11754666,https://pubmed.ncbi.nlm.nih.gov/39698811/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11754666/,https://doi.org/10.1093/nar/gkae1192,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-39698811.url,papers/fulltext/inventory/oa/pmid-39698811.pdf,no,
hpmi,pmid-39415058,39415058,10.1038/s41587-024-02437-3,2025,Lung and liver editing by lipid nanoparticle delivery of a stable CRISPR-Cas9 ribonucleoprotein.,HPMI,,candidate,high,candidate relevance plus virus/pathogen/assay support,PMC12000389,https://pubmed.ncbi.nlm.nih.gov/39415058/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12000389/,https://doi.org/10.1038/s41587-024-02437-3,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-39415058.url,papers/fulltext/inventory/oa/pmid-39415058.pdf,no,
hpmi,pmid-38979269,38979269,10.1101/2024.06.25.600517,2025,Neuronal DNA repair reveals strategies to influence CRISPR editing outcomes.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC11230251,https://pubmed.ncbi.nlm.nih.gov/38979269/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11230251/,https://doi.org/10.1101/2024.06.25.600517,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-38979269.url,papers/fulltext/inventory/oa/pmid-38979269.pdf,no,
current-program,pmid-41415465,41415465,10.64898/2025.12.11.693336,2025,Influenza A infection accelerates disease-associated microglia formation during physiological aging.,CViSB,Donald S Grant,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC12710644,https://pubmed.ncbi.nlm.nih.gov/41415465/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12710644/,https://doi.org/10.64898/2025.12.11.693336,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-41415465.url,papers/fulltext/inventory/oa/pmid-41415465.pdf,no,
current-program,pmid-41332588,41332588,10.1101/2025.11.19.689216,2025,Unconventional linkers facilitate potent stabilized coronavirus stem antibody responses following nanoparticle vaccination.,CViSB,Ryan McNamara,high,medium,explicit cross-virus/shared-host signal,PMC12667850,https://pubmed.ncbi.nlm.nih.gov/41332588/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12667850/,https://doi.org/10.1101/2025.11.19.689216,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-41332588.url,papers/fulltext/inventory/oa/pmid-41332588.pdf,no,
current-program,pmid-41157585,41157585,10.3390/v17101313,2025,Intra-Host Evolution of SARS-CoV-2 During Persistent Infection of Pediatric COVID-19 Patients.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC12567731,https://pubmed.ncbi.nlm.nih.gov/41157585/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12567731/,https://doi.org/10.3390/v17101313,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-41157585.url,papers/fulltext/inventory/oa/pmid-41157585.pdf,no,
current-program,pmid-41091914,41091914,10.1126/scitranslmed.ady2282,2025,An intramuscular prime and mucosal boost vaccine regimen protects against lethal clade 2.3.4.4b H5N1 challenge in cynomolgus macaques.,CViSB,Kristian Andersen;Ryan McNamara,candidate,medium,candidate relevance plus virus/pathogen/assay support,,https://pubmed.ncbi.nlm.nih.gov/41091914/,,https://doi.org/10.1126/scitranslmed.ady2282,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-41091914.url,papers/fulltext/inventory/oa/pmid-41091914.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
current-program,pmid-40963760,40963760,10.1101/2025.08.29.25334701,2025,Cryptic spread of SARS-CoV-2 undermined targeted travel restrictions.,CViSB,Kristian Andersen,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC12440041,https://pubmed.ncbi.nlm.nih.gov/40963760/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12440041/,https://doi.org/10.1101/2025.08.29.25334701,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-40963760.url,papers/fulltext/inventory/oa/pmid-40963760.pdf,no,
