paper_id,pmid,year,title,abstract_excerpt,center,pi_candidates,pathogens,viruses,assay_types,paper_kind,cross_virus_relevance,cross_virus_reason,priority,priority_reason,review_status,notes
pmid-40731125,40731125,2025,Developing and validating machine learning models to predict next-day extubation.,"Criteria to identify patients who are ready to be liberated from mechanical ventilation (MV) are imprecise, often resulting in prolonged MV or reintubation, both of which are associated with adverse outcomes. Daily protocol-driven assessment of the need for MV leads to earlier...",SCRIPT,Richard Wunderink,,,clinical_modeling,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-40701969,40701969,2025,Open-source computational pipeline flags instances of acute respiratory distress syndrome in mechanically ventilated adult patients.,"Physicians in critical care settings face information overload and decision fatigue, contributing to under-recognition of acute respiratory distress syndrome, which affects over 10% of intensive care patients and carries over 40% mortality rate. We present a reproducible compu...",,,,,,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-40678224,40678224,2025,Detecting Evolutionary Change-Points with Branch-Specific Substitution Models and Shrinkage Priors.,"Branch-specific substitution models are popular for detecting evolutionary change-points, such as shifts in selective pressure. However, applying such models typically requires prior knowledge of change-point locations on the phylogeny or faces scalability issues with large da...",,,,,,methods,candidate,relevant viral/host/pathway terms matched: viral,medium,older paper with relevant terms: viral,pending,
pmid-40671951,40671951,2025,Detecting Evolutionary Change-Points with Branch-Specific Substitution Models and Shrinkage Priors.,"Branch-specific substitution models are popular for detecting evolutionary change-points, such as shifts in selective pressure. However, applying such models typically requires prior knowledge of change-point locations on the phylogeny or faces scalability issues with large da...",,,,,,methods,candidate,relevant viral/host/pathway terms matched: viral,medium,older paper with relevant terms: viral,pending,
pmid-40658245,40658245,2025,"Correspondence on ""A common longitudinal intensive care unit data format (CLIF) for critical illness research"". Author's reply.",,,,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-40646293,40646293,2025,Continuous vital sign monitoring of acute Lassa fever using wearable biosensor devices in West Africa.,"BACKGROUND: Lassa fever is a fulminant viral illness associated with high in-hospital mortality. This disease constitutes a serious public health concern in West Africa, in particular Nigeria and the Mano River Union region (Guinea, Liberia, and Sierra Leone). In Sierra Leone,...",CViSB,Donald S Grant;Kristian Andersen,,,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,older paper with relevant terms: viral,pending,
pmid-40632835,40632835,2025,Adenovirus and mRNA vaccines as well as mucosal boosting improve protective efficacy against influenza virus challenge in macaques.,"The clinically approved seasonal influenza vaccines provide only 10 to 60% efficacy, necessitating strategies to improve vaccine performance. Here, we explored strategies for improving influenza vaccine efficacy using gene-based vaccines and mucosal boosting strategies in nonh...",CViSB,Kristian Andersen;Ryan McNamara,,influenza,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral",pending,
pmid-40630536,40630536,2025,Integration of Bulk RNA-seq Pipeline Metrics for Assessing Low-Quality Samples.,"BACKGROUND: With the rise of RNA-seq as an essential and ubiquitous tool for biomedical research, the need for guidelines on quality control (QC) is pressing. Specifically, there remains limited data as to which technical metrics are most informative in identifying low-quality...",,,,,transcriptomics;clinical_modeling,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-40624354,40624354,2025,"BEAST X for Bayesian phylogenetic, phylogeographic and phylodynamic inference.","Here we present the open-source and cross-platform BEAST X software that combines molecular phylogenetic reconstruction with complex trait evolution, divergence-time dating and coalescent demographics in an efficient statistical inference engine. BEAST X significantly advances...",,,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-40586539,40586539,2025,"Draft genome sequences of Stenotrophomonas maltophilia strains UPSm1, UPSm3, and UPSm5 and Stenotrophomonas pavanii strain UPSm2.","We report the draft genome sequences of Stenotrophomonas maltophilia strains UPSm1, UPSm3, and UPSm5 and Stenotrophomonas pavanii strain UPSm2, all of which had been isolated from the respiratory tract of human patients. The genome assemblies contain single contigs that have a...",SCRIPT,Alan Hauser,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-40586301,40586301,2025,Novel enzyme-based reduced representation method for DNA methylation profiling with low inputs.,"Commonly used bisulfite-based procedures for DNA methylation sequencing can degrade DNA, worsening signal-to-noise ratios in samples with low DNA input. Enzymatic methylation sequencing (EM-seq) has been proposed as a less biased alternative for methylation profiling with grea...",,,,sars-cov-2;sars-cov,epigenomics,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-40575131,40575131,2025,Focused learning by antibody language models using preferential masking of non-templated regions.,"Existing antibody language models (AbLMs) are pre-trained using a masked language modeling (MLM) objective with uniform masking probabilities. While these models excel at predicting germline residues, they often struggle with mutated and non-templated residues, which concentra...",,,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-40569388,40569388,2025,Comparative performance of viral landscape phylogeography approaches.,The rapid evolution of RNA viruses implies that their evolutionary and ecological processes occur on the same time scale. Genome sequences of these pathogens therefore can contain information about the processes that govern their transmission and dispersal. Landscape phylogeog...,,,,,,primary_research,high,explicit cross-virus/shared-host language: comparative,medium,"older paper with relevant terms: virus, viral",pending,
pmid-40502596,40502596,2025,Machine Learning Analysis of Electronic Health Records Identifies Interstitial Lung Disease and Predicts Mortality in Patients with Systemic Sclerosis.,"BACKGROUND: Interstitial lung disease (ILD) is the leading cause of death in patients with systemic sclerosis (SSc), affecting more than 40% of this population. Despite the availability of effective treatments to stabilize or improve lung function, survival for patients with S...",SCRIPT,Richard Wunderink,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-40493423,40493423,2025,Cord blood proteomics identifies biomarkers of early-onset neonatal sepsis.,BACKGROUNDSymptoms of early-onset neonatal sepsis (EOS) in preterm infants are nonspecific and overlap with normal postnatal physiological adaptations and noninfectious pathologies. This clinical uncertainty and the lack of reliable EOS diagnostics results in liberal use of an...,,,,,proteomics,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-40492065,40492065,2025,"Five-Decade Prevalence of Delirium in Pneumonia, Risk Factors, and Associated Mortality: A Systematic Review and Meta-Analysis.","BACKGROUND: Delirium can occur in patients with pneumonia, but its prevalence is inconsistent across studies. Unreliable estimates and uncertainty regarding the significance of patient-specific vs. microbiological risk factors hinder delirium management and prognosis. Here, we...",SCRIPT,Richard Wunderink,,sars-cov-2,,review,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
