source_collection,paper_id,pmid,doi,year,center,title,pi_candidates,subset_reason,virus_or_pathogen,assay_types,cross_virus_relevance,priority
pi-backlog,pmid-39185168,39185168,10.1101/2024.08.13.607777,2024,HPMI,Torsional Twist of the SARS-CoV and SARS-CoV-2 SUD-N and SUD-M domains.,Melanie Ott,explicit cross-virus or shared-host framing in title/abstract,sars-cov-2;sars-cov;coronavirus,,high,high
pi-backlog,pmid-39149904,39149904,10.1093/nar/gkae704,2024,SYBIL,Sarbecovirus programmed ribosome frameshift RNA element folding studied by NMR spectroscopy and comparative analyses.,Adolfo Garcia-Sastre,explicit cross-virus or shared-host framing in title/abstract,sars-cov-2;sars-cov;coronavirus,,high,high
pi-backlog,pmid-39120141,39120141,10.1002/gcc.23262,2024,CViSB,Genetic Heterogeneity in Cellular Angiofibromas.,Kristian Andersen,explicit cross-virus or shared-host framing in title/abstract,,,high,high
pi-backlog,pmid-39089348,39089348,10.1016/j.clim.2024.110333,2024,SYBIL,Patient subtyping analysis of baseline multi-omic data reveals distinct pre-immune states associated with antibody response to seasonal influenza vaccination.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: influenza, proteomics",influenza,proteomics;transcriptomics;metabolomics,unknown,high
pi-backlog,pmid-39026801,39026801,10.1101/2024.07.10.602835,2024,SYBIL;HPMI,Global siRNA Screen Reveals Critical Human Host Factors of SARS-CoV-2 Multicycle Replication.,Adolfo Garcia-Sastre;Trey Ideker,"viral context plus mechanism/resource terms: virus, viral, coronavirus, sars, pathway, dependency",sars-cov-2;sars-cov;coronavirus,crispr_screen,candidate,high
pi-backlog,pmid-38979204,38979204,10.1101/2024.06.24.600468,2024,SYBIL,Broad-spectrum RNA antiviral inspired by ISG15 (-/-) deficiency.,Adolfo Garcia-Sastre,explicit cross-virus or shared-host framing in title/abstract,sars-cov-2;sars-cov;influenza;zika,,high,high
pi-backlog,pmid-38768348,38768348,10.1073/pnas.2314166121,2024,SYBIL,Inhibition of mRNA nuclear export promotes SARS-CoV-2 pathogenesis.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: viral, coronavirus, sars, pathway, interaction",sars-cov-2;sars-cov;coronavirus,,candidate,high
pi-backlog,pmid-38648902,38648902,10.1016/j.bbadis.2024.167193,2024,SYBIL,The IRE1α-XBP1 arm of the unfolded protein response is a host factor activated in SARS-CoV-2 infection.,Adolfo Garcia-Sastre;Michael Schotsaert,"viral context plus mechanism/resource terms: viral, sars, pathway, host factor",sars-cov-2;sars-cov,,candidate,high
pi-backlog,pmid-38571499,38571499,10.3389/fonc.2024.1371980,2024,CViSB,NUP214 fusion genes in acute leukemias: genetic characterization of rare cases.,Kristian Andersen,explicit cross-virus or shared-host framing in title/abstract,,transcriptomics,high,high
pi-backlog,pmid-38562892,38562892,10.1101/2024.03.18.24304401,2024,SYBIL,Integrated multiomics implicates dysregulation of ECM and cell adhesion pathways as drivers of severe COVID-associated kidney injury.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: sars, interaction, network, proteomics",sars-cov-2;sars-cov,proteomics;transcriptomics;network_modeling,candidate,high
pi-backlog,pmid-38537997,38537997,10.21873/anticanres.16935,2024,CViSB,Acute Lymphoblastic Leukemia With Near-haploid Karyotype and Philadelphia Chromosome.,Kristian Andersen,explicit cross-virus or shared-host framing in title/abstract,influenza,,high,low
pi-backlog,pmid-38411080,38411080,10.1128/mbio.02222-23,2024,HPMI,CRISPR-Cas9 screen of E3 ubiquitin ligases identifies TRAF2 and UHRF1 as regulators of HIV latency in primary human T cells.,Melanie Ott,"viral context plus mechanism/resource terms: virus, viral, hiv, pathway, proteomics, screen",influenza;hiv,crispr_screen;proteomics,candidate,high
pi-backlog,pmid-38387978,38387978,10.1136/bmjopen-2023-080614,2024,CViSB,PRECISION-TBI: a study protocol for a vanguard prospective cohort study to enhance understanding and management of moderate to severe traumatic brain injury in Australia.,Ryan McNamara,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-38375062,38375062,10.1155/2024/6668017,2024,CViSB,Upper Airway Epithelial Tissue Transcriptome Analysis Reveals Immune Signatures Associated with COVID-19 Severity in Ghanaians.,Donald S Grant,"viral context plus mechanism/resource terms: coronavirus, sars, transcriptome",sars-cov-2;sars-cov;coronavirus,transcriptomics,candidate,low
pi-backlog,pmid-38328256,38328256,10.1101/2024.01.18.576213,2024,SYBIL,Patient Subtyping Analysis of Baseline Multi-omic Data Reveals Distinct Pre-immune States Predictive of Vaccination Responses.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: influenza, network, proteomics",influenza,proteomics;transcriptomics;metabolomics;network_modeling,unknown,high
pi-backlog,pmid-38306481,38306481,10.1073/pnas.2300644120,2024,UCLA-Persistent-BSI,Viral afterlife: SARS-CoV-2 as a reservoir of immunomimetic peptides that reassemble into proinflammatory supramolecular complexes.,Michael Yeaman,"viral context plus mechanism/resource terms: viral, coronavirus, sars, transcriptome",sars-cov-2;sars-cov;coronavirus,transcriptomics,candidate,high
pi-backlog,pmid-38151288,38151288,10.21873/cgp.20424,2024,CViSB,Genetic Characterization of Pediatric Mixed Phenotype Acute Leukemia (MPAL).,Kristian Andersen,explicit cross-virus or shared-host framing in title/abstract,influenza,,high,low
pi-backlog,pmid-37833243,37833243,10.1002/minf.202300262,2024,SYBIL,A community effort in SARS-CoV-2 drug discovery.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: viral, sars, screen",sars-cov-2;sars-cov,,candidate,high
hpmi,pmid-39763950,39763950,10.1101/2024.12.16.628616,2024,HPMI,Tax1bp1 enhances bacterial virulence and promotes inflammatory responses during Mycobacterium tuberculosis infection of alveolar macrophages.,,candidate relevance plus virus/pathogen/assay support,mycobacterium_tuberculosis,,candidate,medium
hpmi,pmid-39571001,39571001,10.1371/journal.ppat.1012741,2024,HPMI,SARS-CoV-2 evolution balances conflicting roles of N protein phosphorylation.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov;coronavirus,proteomics,candidate,medium
hpmi,pmid-39488835,39488835,10.1016/j.xpro.2024.103286,2024,HPMI,Protocol for mapping differential protein-protein interaction networks using affinity purification-mass spectrometry.,,candidate relevance plus virus/pathogen/assay support,,protein_interaction_mapping;proteomics,candidate,low
hpmi,pmid-39395413,39395413,10.1016/j.cell.2024.09.020,2024,HPMI,Genome integrity sensing by the broad-spectrum Hachiman antiphage defense complex.,,explicit cross-virus/shared-host signal,,,high,low
hpmi,pmid-39198650,39198650,10.1038/s41586-024-07866-3,2024,HPMI,Tuberculosis in otherwise healthy adults with inherited TNF deficiency.,,candidate relevance plus virus/pathogen/assay support,mycobacterium_tuberculosis,,candidate,medium
hpmi,pmid-39197447,39197447,10.1016/j.cell.2024.07.057,2024,HPMI,Animal and bacterial viruses share conserved mechanisms of immune evasion.,,candidate relevance plus virus/pathogen/assay support,,structural_biology,candidate,medium
hpmi,pmid-39187718,39187718,10.1038/s41586-024-07809-y,2024,HPMI,Birth of protein folds and functions in the virome.,,candidate relevance plus virus/pathogen/assay support,,structural_biology,candidate,medium
hpmi,pmid-39131396,39131396,10.1101/2024.07.31.606079,2024,HPMI,CRISPR-Cas12a bends DNA to destabilize base pairs during target interrogation.,,candidate relevance plus virus/pathogen/assay support,influenza,structural_biology;genome_editing,candidate,low
hpmi,pmid-39024454,39024454,10.1126/science.adl5763,2024,HPMI,Multiscale photocatalytic proximity labeling reveals cell surface neighbors on and between cells.,,candidate relevance plus virus/pathogen/assay support,,protein_interaction_mapping;proteomics,candidate,low
hpmi,pmid-38961189,38961189,10.1038/s41598-024-66003-2,2024,HPMI,NF-κB inhibitor alpha controls SARS-CoV-2 infection in ACE2-overexpressing human airway organoids.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov,transcriptomics,candidate,medium
hpmi,pmid-38836816,38836816,10.4049/jimmunol.2300885,2024,HPMI,Human Alveolar and Monocyte-Derived Human Macrophage Responses to Mycobacterium tuberculosis.,,candidate relevance plus virus/pathogen/assay support,mycobacterium_tuberculosis,transcriptomics,candidate,medium
hpmi,pmid-38800652,38800652,,2024,HPMI,Mapping Differential Protein-Protein Interaction Networks using Affinity Purification Mass Spectrometry.,,candidate relevance plus virus/pathogen/assay support,,protein_interaction_mapping;proteomics,candidate,low
hpmi,pmid-38781968,38781968,10.1016/j.cell.2024.04.031,2024,HPMI,Rapid DNA unwinding accelerates genome editing by engineered CRISPR-Cas9.,,candidate relevance plus virus/pathogen/assay support,,structural_biology;genome_editing,candidate,low
hpmi,pmid-38587193,38587193,10.1093/nar/gkae256,2024,HPMI,Assembly of SARS-CoV-2 nucleocapsid protein with nucleic acid.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov,protein_interaction_mapping,candidate,medium
hpmi,pmid-38464307,38464307,10.1101/2024.02.29.582594,2024,HPMI,Hachiman is a genome integrity sensor.,,explicit cross-virus/shared-host signal,,,high,low
hpmi,pmid-38308100,38308100,10.1038/s41564-024-01605-0,2024,HPMI,Author Correction: Autophagy restricts Mycobacterium tuberculosis during acute infection in mice.,,candidate relevance plus virus/pathogen/assay support,mycobacterium_tuberculosis,,candidate,medium
hpmi,pmid-38117589,38117589,10.1091/mbc.E23-06-0260,2024,HPMI,Cross-family small GTPase ubiquitination by the intracellular pathogen Legionella pneumophila.,,candidate relevance plus virus/pathogen/assay support,legionella_pneumophila,,candidate,low
current-program,pmid-39645657,39645657,10.1016/j.celrep.2024.115056,2024,,"Vimentin modulates regulatory T cell receptor-ligand interactions at distal pole complex, leading to dysregulated host response to viral pneumonia.",,candidate relevance plus virus/pathogen/assay support,influenza,,candidate,medium
current-program,pmid-39625970,39625970,10.1371/journal.pbio.3002914,2024,,How fast are viruses spreading in the wild?,,explicit cross-virus/shared-host signal,,,high,medium
current-program,pmid-39576825,39576825,10.1371/journal.pntd.0012662,2024,CViSB,Long-term visual outcomes and histopathologic findings after cataract surgery in Ebola virus disease survivors in the Ebola virus RNA persistence in ocular tissues and fluids (EVICT) study.,Robert Garry;Donald S Grant,candidate relevance plus virus/pathogen/assay support,influenza,,candidate,medium
current-program,pmid-39488529,39488529,10.1038/s41467-024-53791-4,2024,SYBIL,Live imaging of airway epithelium reveals that mucociliary clearance modulates SARS-CoV-2 spread.,Sumit Chanda,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov;influenza,,candidate,medium
current-program,pmid-39303692,39303692,10.1016/j.cell.2024.08.010,2024,CViSB,Genetic tracing of market wildlife and viruses at the epicenter of the COVID-19 pandemic.,Robert Garry;Kristian Andersen,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov,,candidate,medium
current-program,pmid-39255040,39255040,10.1172/JCI180986,2024,SCRIPT,Antibiotic use during influenza infection augments lung eosinophils that impair immunity against secondary bacterial pneumonia.,Richard Wunderink,candidate relevance plus virus/pathogen/assay support,influenza;staphylococcus_aureus,,candidate,medium
current-program,pmid-39179693,39179693,10.1038/s41564-024-01786-8,2024,,Evolution of SARS-CoV-2 in the murine central nervous system drives viral diversification.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov,,candidate,medium
current-program,pmid-39138384,39138384,10.1038/s41590-024-01914-w,2024,CViSB,Distinctive evolution of alveolar T cell responses is associated with clinical outcomes in unvaccinated patients with SARS-CoV-2 pneumonia.,Donald S Grant;Richard Wunderink,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov;influenza,,candidate,medium
current-program,pmid-39006420,39006420,10.1101/2024.07.01.24309632,2024,,"Dispersal history of SARS-CoV-2 variants Alpha, Delta, and Omicron (BA.1) in Spain.",,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov;influenza,,candidate,medium
current-program,pmid-38947010,38947010,10.1101/2024.06.21.24309280,2024,,Evolution of the Umbilical Cord Blood Proteome Across Gestational Development.,,candidate relevance plus virus/pathogen/assay support,,proteomics,candidate,low
current-program,pmid-38940448,38940448,10.1002/jmv.29773,2024,,"Dispersal history of SARS-CoV-2 in Galicia, Spain.",,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov;influenza,,candidate,medium
current-program,pmid-38853959,38853959,10.1101/2024.05.30.596295,2024,,FOXP3+ Regulatory T Cells Require TBET to Regulate Activated CD8+ T Cells During Recovery from Influenza Infection.,,candidate relevance plus virus/pathogen/assay support,influenza,,candidate,medium
current-program,pmid-38643200,38643200,10.1038/s41467-024-47757-9,2024,,Deviations in RSV epidemiological patterns and population structures in the United States following the COVID-19 pandemic.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;rsv,,candidate,medium
current-program,pmid-38551979,38551979,10.1371/journal.pcbi.1011640,2024,,Scalable gradients enable Hamiltonian Monte Carlo sampling for phylodynamic inference under episodic birth-death-sampling models.,,candidate relevance plus virus/pathogen/assay support,influenza;hiv,,candidate,medium
current-program,pmid-38463998,38463998,10.1101/2024.02.27.24303385,2024,,"Dispersal history of SARS-CoV-2 in Galicia, Spain.",,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov;influenza,,candidate,medium
current-program,pmid-38453939,38453939,10.1038/s41467-024-46492-5,2024,,A SWI/SNF-dependent transcriptional regulation mediated by POU2AF2/C11orf53 at enhancer.,,candidate relevance plus virus/pathogen/assay support,,crispr_screen;epigenomics,candidate,medium
current-program,pmid-38446806,38446806,10.1371/journal.pone.0299082,2024,,"Genomic characterization of SARS-CoV-2 in Guinea, West Africa.",,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov,,candidate,medium
current-program,pmid-38301954,38301954,10.1016/j.slasd.2024.01.006,2024,,Activity and inhibition of the SARS-CoV-2 Omicron nsp13 R392C variant using RNA duplex unwinding assays.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov;influenza,,candidate,medium
