source_collection,paper_id,pmid,year,center,title,pi_candidates,viruses,pathogens,assay_types,paper_kind,cross_virus_relevance,cross_virus_reason,priority,priority_reason,abstract_excerpt
pi-backlog,pmid-42454370,42454370,2026,,A potential RNA-RNA distal interaction competing with a functional pseudoknot in the 3'-untranslated region of SARS-like coronaviruses.,,sars-cov-2;sars-cov;coronavirus,,,data_or_analysis,candidate,"relevant viral/host/pathway terms matched: virus, viral, interaction",high,"recent paper with relevant terms: virus, viral","In the 3' untranslated region of betacoronaviruses, a pseudoknot involving stem-loop 3SL2 has been proposed to form a binding site for the viral RNA polymerase enabling the initiation of negative-sense RNA synthesis during the processes of virus replication and discontinuous t..."
pi-backlog,pmid-42327335,42327335,2026,,Secreted ORF8 reprograms macrophages to enhance SARS-CoV-2 infection of lung epithelial cells.,,sars-cov-2;sars-cov;coronavirus,,,data_or_analysis,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",high,"recent paper with relevant terms: virus, viral","Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) primarily targets the respiratory epithelium, yet severe disease features diffuse lung injury and hyperinflammatory syndromes driven by dysregulated immune activation. Emerging evidence indicates that resident and in..."
current-program,pmid-42258748,42258748,2026,CViSB,Longitudinal clinical proteomics reveals pneumonia type-specific protein biomarkers and autoantibodies.,Donald S Grant;Richard Wunderink,sars-cov-2;sars-cov;influenza,,proteomics,data_or_analysis,candidate,relevant viral/host/pathway terms matched: viral,high,"recent paper with relevant terms: viral, sars, cov, influenza","Community-acquired pneumonia is a major cause of morbidity and mortality globally. Specific molecular endotypes are currently not well defined, and different viral or bacterial pathogens may trigger specific host responses and pathogenic mechanisms. We performed longitudinal p..."
pi-backlog,pmid-42251067,42251067,2026,,Rapid development and field evaluation of a portable CRISPR-based assay for Mpox during the 2025 Sierra Leone outbreak.,,influenza,,crispr_screen,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, crispr",high,"recent paper with relevant terms: virus, crispr","The large 2025 Mpox clade IIb outbreak in Sierra Leone underscores the urgent need for portable, low-cost diagnostics in decentralized settings. While CRISPR-based assays offer high sensitivity and flexibility, their deployment during active outbreaks remains limited. Here we..."
pi-backlog,pmid-42249592,42249592,2026,,Compartmentalized cytokine networks and systemic immune remodelling in bovine mammary H5N1 infection.,,influenza,,network_modeling,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",high,"recent paper with relevant terms: virus, host","Highly pathogenic avian influenza A H5N1 has recently expanded its mammalian host range; in 2024, genotype B3.13 emerged in U.S. dairy cattle with pronounced mammary tropism. In the past, Influenza A virus immunology has been characterized primarily in respiratory infection mo..."
current-program,pmid-42182519,42182519,2026,SCRIPT,Pathogen-specific host responses define distinct pneumonia endotypes in the human lung.,Richard Wunderink,sars-cov-2;influenza,,transcriptomics;clinical_modeling,data_or_analysis,candidate,relevant viral/host/pathway terms matched: host-pathogen,high,recent paper with relevant terms: host-pathogen,"Pneumonia is the leading cause of death from infectious disease worldwide. The diagnosis and treatment of patients with pneumonia lag behind other major conditions, relying on syndromic definitions that lack molecular resolution and ignore underlying endotypes. We sought to te..."
pi-backlog,pmid-42067193,42067193,2026,,Repurposing drug screen for the identification of helicase inhibitors from viruses of pandemic concern.,,sars-cov-2;sars-cov;coronavirus,,,data_or_analysis,candidate,"relevant viral/host/pathway terms matched: virus, viral",high,"recent paper with relevant terms: virus, viral, screen","Several families of viruses encode helicase enzymes with essential roles in viral genome replication and transcription, including several RNA virus families of pandemic concern, such as coronaviruses and flaviviruses. Viral helicases are widely considered to be promising antiv..."
pi-backlog,pmid-42013838,42013838,2026,,Systematic discovery of pro- and anti-HIV host factors in primary human CD4+ T cells.,,hiv,,crispr_screen;network_modeling,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, interaction, crispr, infection",high,"recent paper with relevant terms: virus, viral, host, crispr",Host factors that promote or restrict human immunodeficiency virus (HIV) infection in human CD4+ T cells have not been comprehensively identified. We employed orthogonal genome-wide CRISPR activation (CRISPRa) and CRISPR knockout screens in primary CD4+ T cells to discover pro...
pi-backlog,pmid-41940347,41940347,2026,,CGM23 corresponds to a pan-coronavirus lipopeptide inhibitor potently inhibiting virion fusion.,,sars-cov-2;sars-cov;mers-cov;coronavirus,,network_modeling,primary_research,candidate,"relevant viral/host/pathway terms matched: viral, infection",high,recent paper with relevant terms: viral,"We developed a pan-coronavirus lipopeptide fusion inhibitor, CGM23, which binds to the highly conserved spike heptad repeat-1 domain, thus interrupting the formation of the six-helix bundle required for membrane fusion. In vitro, CGM23 potently inhibited infection by all human..."
pi-backlog,pmid-41867191,41867191,2026,,Outburst of serotype 4 IPD after COVID-19 is driven by ST15063/GPSC162 lineage associated with high-risk behaviors and greater virulence linked to influenza H3N2 virus coinfection and cigarette smoke.,,sars-cov-2;influenza;rsv,,,data_or_analysis,candidate,"relevant viral/host/pathway terms matched: virus, infection",high,recent paper with relevant terms: virus,The emergence of vaccine covered serotypes causing invasive pneumococcal disease (IPD) is a serious concern worldwide. We investigated the unexpected rise of serotype 4 causing IPD primarily in non-vaccinated young adults after the COVID-19 pandemic that further spread to adul...
pi-backlog,pmid-41859121,41859121,2026,,Divergent macrophage responses to Influenza A virus and Streptococcus pneumoniae: co-infection drives bacterial dominance whereas superinfection favors viral priming.,,influenza,,proteomics;transcriptomics,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",high,"recent paper with relevant terms: virus, viral","INTRODUCTION: Respiratory coinfections involving Influenza viruses, including Influenza A viruses (IAV) and bacteria, significantly worsen disease severity and remain a major public health concern, particularly during seasonal and pandemic flu outbreaks. Among bacterial pathog..."
pi-backlog,pmid-41846986,41846986,2026,,Compartmentalized cytokine networks and systemic immune remodeling in bovine mammary H5N1 infection.,,influenza,,network_modeling,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",high,"recent paper with relevant terms: virus, host","Highly pathogenic avian influenza A H5N1 has recently expanded its mammalian host range; in 2024, genotype B3.13 emerged in U.S. dairy cattle with pronounced mammary tropism. In the past, Influenza A virus immunology has been characterized primarily in respiratory infection mo..."
pi-backlog,pmid-41826557,41826557,2026,,"Adaptable, quantitative CRISPR/Cas12a-based assay for cytomegalovirus DNA in infant saliva.",,cmv,,crispr_screen,primary_research,candidate,"relevant viral/host/pathway terms matched: viral, crispr, infection",high,"recent paper with relevant terms: viral, crispr","Congenital cytomegalovirus (CMV) infection is the leading non-genetic cause of infant hearing loss worldwide, and a significant cause of neurodevelopmental disabilities. Reliance on polymerase chain reaction (PCR) for CMV DNA testing hampers diagnostic and research efforts in..."
hpmi,pmid-41797714,41797714,2026,HPMI,Human iPSC-derived alveolar macrophages reveal macrophage subtype functions of itaconate in M. tuberculosis defense.,,,mycobacterium_tuberculosis,,primary_research,candidate,"relevant host-pathogen/pathway terms matched: host-pathogen, tuberculosis, mycobacterium",high,"recent HPMI paper with relevant terms: host-pathogen, tuberculosis, mycobacterium","Mycobacterium tuberculosis (Mtb) survives within multiple macrophage populations during infection, including alveolar macrophages (AMs) and recruited inflammatory macrophages. In mice, itaconate, produced in macrophages by ACOD1-mediated decarboxylation of aconitate, has direc..."
pi-backlog,pmid-41729080,41729080,2026,,Dose-dependent IFN programs in myeloid cells after mRNA and adenovirus COVID-19 vaccination.,,sars-cov-2;sars-cov,,,data_or_analysis,candidate,relevant viral/host/pathway terms matched: viral,high,recent paper with relevant terms: viral,"BACKGROUNDThe SARS-CoV-2 pandemic provided a rare opportunity to study how human immune responses develop to a novel viral antigen delivered through different vaccine platforms. However, to date, no study has directly compared immune responses to all 3 FDA-approved COVID-19 va..."
pi-backlog,pmid-41676703,41676703,2026,,LUCas: Light-Uncaged Cas13a using photocleavable interfering guide RNAs.,,influenza,,crispr_screen,primary_research,candidate,"relevant viral/host/pathway terms matched: viral, crispr",high,"recent paper with relevant terms: viral, crispr","CRISPR diagnostics have emerged as powerful tools for detecting infectious diseases, with the RNA endonuclease Cas13a enabling sensitive and specific, amplification-free RNA detection through collateral trans -cleavage of fluorescent reporters. However, background cleavage fro..."
pi-backlog,pmid-41659632,41659632,2026,,Coupling high-throughput protease enzymology with viral replication reveals biochemical constraints of viral fitness.,,sars-cov-2;sars-cov;influenza,,network_modeling,primary_research,candidate,relevant viral/host/pathway terms matched: viral,high,recent paper with relevant terms: viral,"Proteases govern essential biological processes and are key drug targets, yet how protease sequence variation quantitatively reshapes biochemical parameters and constrains biological fitness remains poorly understood. Here, we integrate high-throughput in vitro enzymology with..."
pi-backlog,pmid-41654489,41654489,2026,,Prenatal and postnatal effects of gestational immune activation on synaptic and neurodevelopmental pathways via epigenetic mechanisms.,,influenza,,transcriptomics;epigenomics;network_modeling,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",high,recent paper with relevant terms: virus,Epidemiological research suggests that maternal immune activation (MIA) during early gestation is a significant risk factor for neurodevelopmental and psychiatric disorders in offspring. Epigenetic factors and chromatin-related phenomena remain highly dynamic throughout prenat...
current-program,pmid-41646792,41646792,2026,SCRIPT,Longitudinal clinical proteomics reveals pneumonia type-specific protein biomarkers and autoantibodies.,Richard Wunderink,sars-cov-2;sars-cov;influenza,,proteomics,data_or_analysis,candidate,relevant viral/host/pathway terms matched: viral,high,"recent paper with relevant terms: viral, sars, cov, influenza",Community-acquired pneumonia is a major cause of morbidity and mortality globally. Specific molecular endotypes are currently not well defined and different viral or bacterial pathogens may trigger specific host responses and pathogenic mechanisms. We performed longitudinal pr...
