paper_id,pmid,source_collection,year,title,center,pi_candidates,previous_subset_reason,parse_status,body_word_count,decision,decision_reason,title_abstract_virus_hits,title_abstract_specific_virus_hits,title_abstract_mechanism_hits,virus_hits,mechanism_hits,cross_virus_hits,off_topic_hits,non_viral_pathogen_hits,method_resource_hits,therapeutic_clinical_hits,body_excerpt
pmid-33333024,33333024,hpmi,2021,Genetic Screens Identify Host Factors for SARS-CoV-2 and Common Cold Coronaviruses.,HPMI,,candidate relevance plus virus/pathogen/assay support,normalized,8573,relevant,explicit cross-virus/shared-host full-text language: multiple viruses,virus;viral;coronavirus;sars-cov-2;sars,coronavirus;sars-cov-2;sars,host factor;host factors;pathway;pathways;screen;crispr;replication,virus;viral;coronavirus;sars-cov-2;sars;ebola,host factor;host factors;pathway;pathways;interaction;interactions;interactome;protein interaction;proteomics;screen;crispr;replication;epithelial;network,multiple viruses;broad-spectrum,,streptococcus;candida,,,"are potential targets for antiviral therapy. Host-directed therapy is advantageous as it allows pre-existing drugs to be repurposed, may provide broad-spectrum inhibition against multiple viruses, and is generally thought to be more refractory to viral escape mutations than drugs targeting viral factors ( Bekerman and Einav, 2015 ). We therefore explored whether the cellular pathways identified in our screens could serve as targets for therapy against coronavirus infection. Given the strong de"
pmid-39645657,39645657,current-program,2024,"Vimentin modulates regulatory T cell receptor-ligand interactions at distal pole complex, leading to dysregulated host response to viral pneumonia.",,,candidate relevance plus virus/pathogen/assay support,cached_normalized,8562,relevant,"viral context plus mechanism-rich title/abstract: influenza, viral, influenza, host response, interaction, interactions",viral;influenza,influenza,host response;interaction;interactions,virus;viral;influenza;coronavirus;covid-19,host response;pathway;interaction;interactions;macrophage;alveolar;epithelial;network,,tumor;kidney,,,inhibitor,"had increased Helios and CD73 expression, while no differences were observed in Foxp3 and CD25 expression compared to splenic nTregs from WT mice ( Figure S2E ). To evaluate the host response to viral pneumonia, WT and vimentin cKO mice were infected with a lethal dose of IAV. At 10 days post-infection (dpi), 80% of WT mice had died, while ~90% of vimentin cKO mice remained alive ( Figure 2A ). Vimentin cKO mice exhibited >50% survival, and surviving cKO mice exhibited mild lethargy, coat ruff"
pmid-41654489,41654489,pi-backlog,2026,Prenatal and postnatal effects of gestational immune activation on synaptic and neurodevelopmental pathways via epigenetic mechanisms.,SYBIL,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, influenza, transcriptome",cached_normalized,8551,relevant,"viral context plus mechanism-rich title/abstract: influenza, h1n1, virus, influenza, pathway, pathways",virus;influenza,influenza;h1n1,pathway;pathways;network,virus;viral;influenza,pathway;pathways;interaction;interactions;network,,diabetes,toxoplasma,,,"synaptic function and neurotransmission in offspring, impacting multiple neurotransmitter systems, including GABAergic, serotonergic, glutamatergic, dopaminergic, and cholinergic pathways [ 7 , 20 – 23 ]. The frontal cortex governs executive, cognitive, and emotional regulation and continues to mature well into adolescence [ 24 ]. Its prolonged developmental trajectory and extensive synaptic remodeling make it particularly sensitive to prenatal environmental disturbances [ 25 ]. Disrupted matu"
pmid-41917196,41917196,pi-backlog,2026,Programmable kinetic barcoding for multiplexed RNA detection with Cas13a.,HPMI,Melanie Ott,explicit cross-virus or shared-host framing in title/abstract,cached_normalized,8519,relevant,explicit cross-virus/shared-host full-text language: multiple viruses,virus;viral;sars-cov-2;sars,sars-cov-2;sars,interaction;crispr,virus;viral;influenza;coronavirus;sars-cov-2;sars,interaction;interactions;screen;crispr,multiple viruses,,,,,"PR-Cas13a offer rapid RNA detection by avoiding reverse transcription and DNA amplification required of gold-standard PCR assays, these assays are not easily multiplexed to detect multiple viruses or variants without dividing the sample into separate reactions. Here we show that Cas13a acting on single-target RNAs exhibits variable nuclease activity that depends on the interaction between the target RNA and crRNA. To exploit this feature for multiplexed detection, we devised a crRNA modification"
pmid-21483486,21483486,pi-backlog,2011,Dissection of the influenza A virus endocytic routes reveals macropinocytosis as an alternative entry pathway.,SYBIL,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, influenza, pathway",normalized,8443,relevant,"viral context plus mechanism-rich title/abstract: influenza, virus, influenza, pathway, pathways",virus;influenza,influenza,pathway;pathways,virus;viral;influenza,pathway;pathways;interaction;interactions;screen;dependency;replication;alveolar;epithelial;network,,,,,inhibitor,"ked glycoproteins or gangliosides or even to specific receptors within these groups) affects the subsequent endocytic steps. Obviously, knowledge about the repertoire of endocytic pathways that can successfully be used by IAV will increase our insights into cell and species tropism of IAV. In turn, this will contribute to our understanding of the requirements for the generation of novel viruses with pandemic potential that can arise by exchange of RNA segments between currently circulating human"
pmid-34937051,34937051,current-program,2022,Local and systemic responses to SARS-CoV-2 infection in children and adults.,SCRIPT,Richard Wunderink,candidate relevance plus virus/pathogen/assay support,normalized,8342,relevant,"viral context plus mechanism-rich title/abstract: sars-cov-2, sars, covid-19, viral, sars-cov-2, sars",viral;sars-cov-2;sars;covid-19,sars-cov-2;sars;covid-19,replication;epithelial,virus;viral;sars-cov-2;sars;covid-19,pathway;pathways;interaction;transcriptomics;screen;replication;macrophage;alveolar;epithelial,,cancer;tumor;ovarian;diabetes,,,,"n 25 . The most recent single-cell transcriptional study analysing the upper airways of children with mild COVID-19 revealed that higher expression of pattern recognition receptor pathways was related to a stronger innate immune response 11 . However, differences in the coordination of local and systemic immune responses to SARS-CoV-2 between children and adults including patients with severe COVID-19 remain to be elucidated. To address these questions and identify paediatric-specific responses"
pmid-32287326,32287326,pi-backlog,2020,Characterizing Emerging Canine H3 Influenza Viruses.,SYBIL,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: influenza, network",normalized,8336,relevant,"virus-focused title/abstract plus weaker cross-virus framing in body: species barriers, influenza, network",virus;viral;influenza,influenza,network,virus;viral;influenza,screen;replication;epithelial;network,species barriers,cancer;kidney,candida,,,"H are important criteria for assessing emergence risk, as those have been observed to be key determinants in other examples of successful adaptation and transmission when crossing species barriers [ 23 ]. The amino acids around the receptor binding site of the H3 CIVs suggest preferential binding to α2,3-linked sialic acid (SA) receptors like other Eurasian lineage avian H3 viruses [ 3 ]. Indeed, glycan binding analysis confirmed that the binding profile of CIV-41915 differed qualitatively from"
pmid-39868236,39868236,current-program,2025,Tissue-resident skeletal muscle macrophages promote recovery from viral pneumonia-induced sarcopenia in normal aging.,CViSB,Donald S Grant,candidate relevance plus virus/pathogen/assay support,cached_normalized,8316,relevant,"viral context plus mechanism-rich title/abstract: influenza, covid-19, viral, influenza, covid-19, interaction",viral;influenza;covid-19,influenza;covid-19,interaction;macrophage,viral;influenza;covid-19,interaction;macrophage,,,,,,
pmid-41384839,41384839,current-program,2026,Maternal proteome profiling reveals dynamic gestational age-specific responses to de novo vaccination.,,,candidate relevance plus virus/pathogen/assay support,cached_normalized,8245,relevant,"viral context plus mechanism-rich title/abstract: coronavirus, covid-19, virus, coronavirus, covid-19, pathway",virus;coronavirus;covid-19,coronavirus;covid-19,pathway;pathways,virus;viral;coronavirus;sars-cov-2;sars;covid-19,pathway;pathways;interaction;interactions;proteomics;macrophage;network,,,,,,"ined by progressive increases in adipocytokine signaling, growth hormone synthesis, prolactin, AMPK and mTOR signaling; the second trimester by progressive downregulation in these pathways, in addition to downregulation in endocrine signaling pathways, T cell receptor and NOD-like receptor signaling, and dopamine signaling; and the third trimester by progressive increases in signaling in the apelin, Hippo, and Wnt signaling pathways, among others. Furthermore, administration of Dose 1 and Dose 2"
pmid-31375585,31375585,pi-backlog,2019,Innate Immune Response to Influenza Virus at Single-Cell Resolution in Human Epithelial Cells Revealed Paracrine Induction of Interferon Lambda 1.,SYBIL,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction",normalized,8184,relevant,explicit cross-virus/shared-host full-text language: multiple viruses,virus;influenza,influenza,interaction;interactions;replication;epithelial,virus;viral;influenza;rsv,host factor;host factors;host response;pathway;pathways;interaction;interactions;interactome;replication;epithelial,multiple viruses,tumor;kidney,candida,,,"tein and is also known to repress cellular gene expression ( 46 , 47 ). In conclusion, we found that the expression of viral proteins per cell is MOI dependent—due to infection by multiple viruses per cell at the higher MOI—and is associated with reduced transcription of cellular innate immune genes. Single-cell transcriptome analysis allows us the unique opportunity to tease out differences in the immune responses of infected cells, mainly elicited by sensing and autocrine signaling, and bystan"
pmid-41554267,41554267,pi-backlog,2026,"ALG-000184 (pevifoscorvir sodium) monotherapy in participants with chronic HBV infection: a phase 1, multicentre, randomised, dose escalation trial.",SYBIL,Sumit Chanda,"viral context plus mechanism/resource terms: virus, pathway",cached_normalized,8133,relevant,"viral context plus mechanism-rich title/abstract: hepatitis b virus, hbv, virus, viral, hepatitis b virus, hbv",virus;viral;hepatitis b virus;hbv,hepatitis b virus;hbv,pathway;screen;replication,virus;viral;covid-19;hepatitis b virus;hbv,pathway;screen;replication,,spinal,,,,"nd shortterm antiviral activity of orally administered ALG000184 in participants with HBeAgnegative and HBeAgpositive chronic HBV infection to determine the subsequent development pathway for this novel therapeutic. This phase 1, multicentre, randomised, dose escalation trial was designed to evaluate the safety, tolerability, pharmaco kinetics and preliminary antiviral effect of orally administered ALG000184 as a monotherapy. Parts 1 and 2 were done at a clinical pharmacology unit in New Zealan"
pmid-33730579,33730579,pi-backlog,2021,A genome-wide CRISPR screen identifies UFMylation and TRAMP-like complexes as host factors required for hepatitis A virus infection.,HPMI,Melanie Ott,"viral context plus mechanism/resource terms: virus, viral, screen",normalized,8099,relevant,explicit cross-virus/shared-host full-text language: shared host,virus;viral,,host factor;host factors;screen;crispr;replication,virus;viral;hepatitis b virus;hbv,host factor;host factors;pathway;pathways;interaction;interactions;screen;crispr;dependency;replication,shared host,,,,,"et al., 2016 ). Last, a comparison with results from a CRISPR screen for hepatitis B virus (HBV), a DNA virus replicating through reverse transcription, highlighted ZCCHC14 as a shared host dependency factor between HAV and HBV ( Figure S1D ; Hyrina et al., 2019 ). Together, these data illustrate that the host factor requirements for HAV are largely unique compared to other picornaviruses but reveal an unexpected commonality between HAV and HBV infection. To validate the results of our screen,"
pmid-37000623,37000623,current-program,2023,Fc-mediated pan-sarbecovirus protection after alphavirus vector vaccination.,CViSB,Ryan McNamara,explicit cross-virus/shared-host signal,normalized,8067,relevant,explicit cross-virus/shared-host full-text language: cross-virus,virus;coronavirus;sars-cov-2;sars,coronavirus;sars-cov-2;sars,replication,virus;viral;influenza;coronavirus;sars-cov-2;sars;covid-19;dengue,pathway;pathways;interaction;interactions;screen;replication;macrophage;alveolar;network,cross-virus,tumor;kidney,candida,,,"β-Coronaviruses (β-CoVs) have caused epidemic and pandemic disease in human populations in the twenty-first century. The 2002 severe acute respiratory coronavirus (SARS-CoV) and the 2019 SARS-CoV-2 represent prototype clade 1a and clade 1b group 2B β-CoV strains, belonging to subgenus sarbecovirus. SARS-CoV and SARS-CoV-2 likely emerged from bat reservoirs either through intermediate host transmission events or through direct spread into human populations. 1 , 2 The subgenus includes other highl"
